"","N_groups","model","N_fac","bias","SD","N","SE"
"23",4,"MAIHDA","1000",0.510628682170543,3.75734181940093,1290,0.104613046853405
"24",4,"MAIHDA","5000",0.600335899903754,2.80005788350152,2078,0.0614248688204127
"25",5,"Fixed Effect","500",-0.218963893249607,7.99200710717959,1274,0.22390879226528
"26",5,"Fixed Effect","1000",-0.158246414602347,5.27822151470177,767,0.190585532811802
"27",5,"Fixed Effect","5000",0.0699153206069504,3.0850678735964,2043,0.0682543821858028
"28",5,"MAIHDA","500",-0.759386185243328,5.04032402401702,1274,0.141212695347765
"29",5,"MAIHDA","1000",-0.215322033898305,3.74024500905375,767,0.135052419818244
"30",5,"MAIHDA","5000",0.831187469407734,2.6763531729146,2043,0.0592119330312657
"31",6,"Fixed Effect","500",0.195778213166144,7.76930820602348,1276,0.21749887399302
"32",6,"Fixed Effect","1000",0.195698979591837,6.0852405441306,588,0.25095109044553
"33",6,"Fixed Effect","5000",-0.0159914724275157,2.83385101094949,1759,0.0675684713767837
"34",6,"MAIHDA","500",-0.358005485893417,5.03603314765536,1276,0.140981862214884
"35",6,"MAIHDA","1000",-0.836557823129252,3.54884672704403,588,0.1463519723694
"36",6,"MAIHDA","5000",0.909069926094372,2.5753491341781,1759,0.0614049234012604
"37",7,"Fixed Effect","500",-0.296032520325203,7.37031267892409,1230,0.210151917533907
"38",7,"Fixed Effect","1000",0.496779026217229,6.3039177588666,534,0.272797201124043
"39",7,"Fixed Effect","5000",-0.0985993506493507,2.60120720085001,1540,0.0662848972130268
"40",7,"MAIHDA","500",-0.090561788617886,5.03468893973979,1230,0.14355558318423
"41",7,"MAIHDA","1000",-0.892462546816479,3.85988950321361,534,0.167033754785859
