"","N_groups","model","N_fac","bias","SD","N","SE"
"1",1,"Bay.","500",-0.63674358974359,20.0397231539926,156,1.60446193570695
"2",1,"Bay.","1000",2.61583333333333,16.3414893497094,6,6.6713850906523
"3",1,"Freq.","500",-0.682211538461538,20.0033187504569,156,1.60154725074268
"4",1,"Freq.","1000",2.72966666666667,16.2034530846566,6,6.61503202142245
"5",1,"MAIHDA","500",-2.92821794871795,5.88084214760906,156,0.470844197957891
"6",1,"MAIHDA","1000",-3.57766666666667,6.61708457454389,6,2.70141346541234
"7",2,"Bay.","500",0.585198324022346,14.1177635657285,358,0.746146989461297
"8",2,"Bay.","1000",2.6825,14.7422852427973,26,2.8912000049221
"9",2,"Freq.","500",0.588972067039106,14.0990327677189,358,0.745157036025683
"10",2,"Freq.","1000",2.69176923076923,14.7232563172898,26,2.88746812559574
"11",2,"MAIHDA","500",-1.77487988826816,5.53854092007524,358,0.292720983340047
"12",2,"MAIHDA","1000",-0.531115384615385,3.07250879024843,26,0.602568549121619
"13",3,"Bay.","500",-0.415018612521151,11.86894390764,591,0.488223114585334
"14",3,"Bay.","1000",-1.63694444444444,10.4886218016831,54,1.42732063995304
"15",3,"Freq.","500",-0.413751269035533,11.8699257093927,591,0.488263500512959
"16",3,"Freq.","1000",-1.63405555555556,10.5295592471979,54,1.43289152066884
"17",3,"MAIHDA","500",-1.34818781725888,5.91045837136005,591,0.243123770501174
"18",3,"MAIHDA","1000",-1.42481481481481,3.58446897766627,54,0.487784444117668
"19",4,"Bay.","500",-0.148517533252721,10.7119177219334,827,0.372489875991833
"20",4,"Bay.","1000",0.227010416666667,10.8662016987439,96,1.10902706683693
"21",4,"Freq.","500",-0.158172914147521,10.7222135928002,827,0.372847898501147
"22",4,"Freq.","1000",0.276697916666667,10.8852785116508,96,1.11097408590111
"23",4,"MAIHDA","500",-1.08435550181378,5.64885695218082,827,0.196430002566678
"24",4,"MAIHDA","1000",-2.335125,3.88946659649664,96,0.396967022209013
"25",5,"Bay.","500",-0.0482770339855818,9.43154079225428,971,0.302672547780901
"26",5,"Bay.","1000",1.51350847457627,9.93128145576496,177,0.746480825920388
"27",5,"Freq.","500",-0.0458290422245108,9.41600649199762,971,0.302174028361832
"28",5,"Freq.","1000",1.49986440677966,9.93147745941985,177,0.746495558457256
"29",5,"MAIHDA","500",-0.728348094747683,5.37329040703113,971,0.172437095198532
"30",5,"MAIHDA","1000",-1.33764406779661,4.48454696111615,177,0.337079191071511
"31",6,"Bay.","500",-0.418963788300836,8.91190808946972,1077,0.271558153664868
"32",6,"Bay.","1000",-0.255521897810219,7.81162304765872,274,0.471917406785784
"33",6,"Freq.","500",-0.43361095636026,8.90296683393171,1077,0.271285701253894
"34",6,"Freq.","1000",-0.260810218978102,7.7911672902121,274,0.470681629284854
"35",6,"MAIHDA","500",-0.69803156917363,5.3069177893382,1077,0.161709117963948
"36",6,"MAIHDA","1000",-1.87518248175182,3.86958949317616,274,0.233770450494604
"37",7,"Bay.","500",-0.162539399624765,7.78126634713868,1066,0.238326139849111
"38",7,"Bay.","1000",-0.296366946778711,7.79163440487562,357,0.412377022494402
"39",7,"Freq.","500",-0.161616322701689,7.78678691636175,1066,0.238495224917531
"40",7,"Freq.","1000",-0.292994397759104,7.79399288994466,357,0.412501846761023
"41",7,"MAIHDA","500",-0.365746716697936,5.02237921525214,1066,0.153826407917472
"42",7,"MAIHDA","1000",-1.69712324929972,3.99698640711968,357,0.211542953361263
"43",8,"Bay.","500",-0.243744485294118,7.79808773135048,1088,0.236414260251406
"44",8,"Bay.","1000",0.000947368421052641,7.434215990789,418,0.363619389967112
"45",8,"Freq.","500",-0.248131433823529,7.78782318788173,1088,0.236103070568168
"46",8,"Freq.","1000",-0.00626315789473684,7.43402503804724,418,0.363610050163216
"47",8,"MAIHDA","500",-0.427394301470588,5.22283989126183,1088,0.158340592186485
"48",8,"MAIHDA","1000",-1.0271985645933,3.99474752101314,418,0.195389488072873
"49",9,"Bay.","500",-0.134777222777223,7.30401009277237,1001,0.230857679463243
"50",9,"Bay.","1000",0.106993801652893,6.87248294672046,484,0.312385588487294
"51",9,"Freq.","500",-0.141969030969031,7.29929608990072,1001,0.230708684082608
"52",9,"Freq.","1000",0.107473140495868,6.86743557555295,484,0.312156162525134
"53",9,"MAIHDA","500",-0.258380619380619,5.00911395597904,1001,0.158322949907828
"54",9,"MAIHDA","1000",-1.06499380165289,3.95146346634274,484,0.179611975742852
"55",10,"Bay.","500",-0.0457032057911065,6.84638641729847,967,0.22016494468845
"56",10,"Bay.","1000",-0.0985677966101695,6.59983656585758,472,0.303782101240286
"57",10,"Freq.","500",-0.0523329886246122,6.84232070622006,967,0.220034200234348
"58",10,"Freq.","1000",-0.0996525423728814,6.60344752315931,472,0.3039483090222
"59",10,"MAIHDA","500",-0.180534643226474,4.84469888136794,967,0.155795013052952
"60",10,"MAIHDA","1000",-0.491752118644068,4.11083797719274,472,0.189216655004806
"61",11,"Bay.","500",-0.342894318181818,6.81588801362685,880,0.229763538067604
"62",11,"Bay.","1000",0.671985130111524,6.78138443645626,538,0.292366243287038
"63",11,"Freq.","500",-0.347986363636364,6.81694687946833,880,0.229799232427839
"64",11,"Freq.","1000",0.672719330855019,6.77906578252743,538,0.292266279017941
"65",11,"MAIHDA","500",-0.508770454545455,4.8612490421563,880,0.163872671781067
"66",11,"MAIHDA","1000",-0.231817843866171,4.44176348879668,538,0.191498021820988
"67",12,"Bay.","500",0.0249733333333333,6.75966563427157,825,0.235341349731656
"68",12,"Bay.","1000",0.0419836867862969,6.27403983850583,613,0.253406082345293
"69",12,"Freq.","500",0.0245139393939394,6.75772644183902,825,0.235273835717035
"70",12,"Freq.","1000",0.042189233278956,6.26614571938369,613,0.253087241876982
"71",12,"MAIHDA","500",-0.0326145454545455,4.86110991129506,825,0.169242123740251
"72",12,"MAIHDA","1000",-0.182732463295269,4.29630380206983,613,0.17352607619192
"73",13,"Bay.","500",0.247183308494784,5.964713864658,671,0.230265224798449
"74",13,"Bay.","1000",-0.21525,5.97145856724513,616,0.240596922110611
"75",13,"Freq.","500",0.238287630402385,5.96516925001499,671,0.230282804755171
"76",13,"Freq.","1000",-0.209186688311688,5.964226621783,616,0.240305538724213
"77",13,"MAIHDA","500",0.170932935916542,4.52387711869453,671,0.174642339152087
"78",13,"MAIHDA","1000",-0.342897727272727,4.15980663531153,616,0.167603385631959
"79",14,"Bay.","500",-0.259658385093168,6.10301287281376,644,0.240492397723786
"80",14,"Bay.","1000",-0.0410129449838188,5.65486963221688,618,0.227472216580686
"81",14,"Freq.","500",-0.251425465838509,6.0970742160475,644,0.240258381863957
"82",14,"Freq.","1000",-0.0465016181229773,5.65399644899218,618,0.227437092000188
"83",14,"MAIHDA","500",-0.163964285714286,4.52323326777196,644,0.178240360408899
"84",14,"MAIHDA","1000",0.0214805825242718,3.94828382681564,618,0.158823267765297
"85",15,"Bay.","500",-0.373720767888307,5.91574111970087,573,0.247133630664555
"86",15,"Bay.","1000",-0.330196946564885,5.70561815346422,655,0.222936948992689
"87",15,"Freq.","500",-0.379256544502618,5.90677480201271,573,0.246759057369488
"88",15,"Freq.","1000",-0.337170992366412,5.69932509052927,655,0.222691058676723
"89",15,"MAIHDA","500",-0.135488656195462,4.57394220702943,573,0.191079176928247
"90",15,"MAIHDA","1000",-0.0587893129770992,3.87777583657482,655,0.151517239785609
"91",16,"Bay.","500",-0.208758835758836,6.02521048111339,481,0.274725950546687
"92",16,"Bay.","1000",-0.0890048701298701,5.42785984400437,616,0.218694705390497
"93",16,"Freq.","500",-0.213796257796258,6.01686036553971,481,0.274345218048571
"94",16,"Freq.","1000",-0.0914853896103896,5.42536781771612,616,0.218594298789996
"95",16,"MAIHDA","500",-0.0643742203742204,4.53473082962676,481,0.206765928185859
"96",16,"MAIHDA","1000",-0.0795600649350649,3.7102062839628,616,0.149488471244425
"97",17,"Bay.","500",-0.25720316027088,6.1572874867044,443,0.292541556901762
"98",17,"Bay.","1000",0.167294017094017,5.30295951155712,585,0.219250391851102
"99",17,"Freq.","500",-0.252126410835214,6.16214519320782,443,0.29277235350279
"100",17,"Freq.","1000",0.15711282051282,5.30102277100906,585,0.219170317484486
"101",17,"MAIHDA","500",-0.0623702031602709,4.67356269077783,443,0.222047664461078
"102",17,"MAIHDA","1000",0.420776068376068,3.75671620022265,585,0.155321098940532
"103",18,"Bay.","500",0.0504438356164384,6.11648173805165,365,0.32015128637824
"104",18,"Bay.","1000",0.675822669104205,5.13477416850405,547,0.21954708973192
"105",18,"Freq.","500",0.0603616438356164,6.13190965590615,365,0.320958820506321
"106",18,"Freq.","1000",0.674979890310786,5.14015676504053,547,0.219777232940951
"107",18,"MAIHDA","500",0.135057534246575,4.65974605430776,365,0.243902255802004
"108",18,"MAIHDA","1000",0.487221206581353,3.52352854754109,547,0.150655201731171
"109",19,"Bay.","500",0.489666666666667,6.13577424243252,306,0.350758867110342
"110",19,"Bay.","1000",0.478771582733813,5.20442754958725,556,0.220716891644068
"111",19,"Freq.","500",0.478045751633987,6.13571963242585,306,0.350755745264049
"112",19,"Freq.","1000",0.47341726618705,5.20256047134559,556,0.220637709889297
"113",19,"MAIHDA","500",0.594673202614379,4.73809296053691,306,0.270858746335253
"114",19,"MAIHDA","1000",-0.0868848920863309,3.63347120821956,556,0.154093502756137
"115",20,"Bay.","500",-0.193281045751634,5.49311909360174,306,0.314020717524
"116",20,"Bay.","1000",0.303078066914498,5.20498044057976,538,0.224402641091093
"117",20,"Freq.","500",-0.190130718954248,5.50235277151518,306,0.314548571756605
"118",20,"Freq.","1000",0.308152416356877,5.19930086682122,538,0.224157777279165
"119",20,"MAIHDA","500",-0.0138202614379085,4.28841714125669,306,0.245152490742135
"120",20,"MAIHDA","1000",0.153884758364312,3.54563378697136,538,0.152863127003329
"121",21,"Bay.","500",-0.0192439024390244,5.75728563784871,246,0.367071125314634
"122",21,"Bay.","1000",0.0718012820512821,5.1522365216049,468,0.238162217461086
"123",21,"Freq.","500",-0.0196260162601626,5.74635007620844,246,0.366373899370024
"124",21,"Freq.","1000",0.0599871794871795,5.14787961545015,468,0.237960819402838
"125",21,"MAIHDA","500",0.0336869918699187,4.60400778333106,246,0.293540814941424
"126",21,"MAIHDA","1000",-0.0505192307692308,3.4579520937562,468,0.159843892078667
"127",22,"Bay.","500",-0.297468292682927,5.39205131172306,205,0.376597199245148
"128",22,"Bay.","1000",0.303340248962656,4.77491754872141,482,0.217491534614138
"129",22,"Bay.","5000",-2.69566666666667,3.48478956801316,3,2.0119441951616
"130",22,"Freq.","500",-0.304429268292683,5.38903144569306,205,0.376386282652696
"131",22,"Freq.","1000",0.30097510373444,4.7774125543599,482,0.217605179006873
"132",22,"Freq.","5000",-2.68433333333333,3.44645794016601,3,1.98981341950557
"133",22,"MAIHDA","500",-0.0114439024390244,4.37467082605062,205,0.305540263893308
"134",22,"MAIHDA","1000",-0.0308485477178423,3.6003203310775,482,0.163990097403504
"135",22,"MAIHDA","5000",-2.113,2.00528875726166,3,1.15775400380795
"136",23,"Bay.","500",-0.245534161490683,5.30861586012665,161,0.418377540209175
"137",23,"Bay.","1000",-0.2428285077951,5.01647564188386,449,0.236742122704933
"138",23,"Bay.","5000",5.452,1.62762311362305,3,0.939708642789526
"139",23,"Freq.","500",-0.265142857142857,5.29916432663814,161,0.417632655019454
"140",23,"Freq.","1000",-0.243734966592428,5.02173655877737,449,0.236990400723538
"141",23,"Freq.","5000",5.47733333333333,1.59640293576945,3,0.921683664701604
"142",23,"MAIHDA","500",-0.383260869565217,4.16514796784241,161,0.328259645698224
"143",23,"MAIHDA","1000",-0.393320712694878,3.77394718639037,449,0.178103579417928
"144",23,"MAIHDA","5000",-0.841,0.903935285294251,3,0.521887280294637
"145",24,"Bay.","500",-0.421450980392157,5.37139265845751,153,0.434251358578188
"146",24,"Bay.","1000",0.219211494252874,4.96559795373291,435,0.238082198874585
"147",24,"Bay.","5000",-0.605428571428572,3.95999254448553,7,1.49673649519694
"148",24,"Freq.","500",-0.435967320261438,5.35734239080778,153,0.433115461762736
"149",24,"Freq.","1000",0.229025287356322,4.96150777419206,435,0.237886089775953
"150",24,"Freq.","5000",-0.603857142857143,3.96227234587139,7,1.49759817912631
"151",24,"MAIHDA","500",-0.374300653594771,4.50198835177736,153,0.363964186268204
"152",24,"MAIHDA","1000",0.0337149425287356,3.67942645571004,435,0.17641499560274
"153",24,"MAIHDA","5000",-1.28557142857143,1.55652753023548,7,0.588312107689806
"154",25,"Bay.","500",-0.345,5.08188670716935,112,0.480193157791965
"155",25,"Bay.","1000",0.281833740831296,4.62422065736232,409,0.228652995587507
"156",25,"Bay.","5000",-3.2302,6.22272731203931,5,2.78288825503289
"157",25,"Freq.","500",-0.3448125,5.08857126894393,112,0.480824789509072
"158",25,"Freq.","1000",0.276158924205379,4.63369151281737,409,0.22912129925012
"159",25,"Freq.","5000",-3.2076,6.24094242082075,5,2.79103429932346
"160",25,"MAIHDA","500",-0.585196428571429,4.06468254101921,112,0.384076398641533
"161",25,"MAIHDA","1000",0.248315403422983,3.56250864681199,409,0.176154715412001
"162",25,"MAIHDA","5000",-2.8678,3.56503950889748,5,1.59433413687345
"163",26,"Bay.","500",-0.385601503759399,5.58144298294051,133,0.483972485483816
"164",26,"Bay.","1000",0.0378849315068493,4.61897462551143,365,0.241768181682986
"165",26,"Bay.","5000",3.0095,4.58840234623219,12,1.32455766487373
"166",26,"Freq.","500",-0.383977443609023,5.55683885156072,133,0.481839036722726
"167",26,"Freq.","1000",0.0369397260273973,4.61283992424263,365,0.241447076742782
"168",26,"Freq.","5000",3.02116666666667,4.60135151753034,12,1.32829576864112
"169",26,"MAIHDA","500",-0.792631578947368,4.75260636543284,133,0.412103236069061
"170",26,"MAIHDA","1000",-0.133013698630137,3.48722311947152,365,0.182529600414106
"171",26,"MAIHDA","5000",-1.03608333333333,2.34743753749152,12,0.67764684708828
"172",27,"Bay.","500",-0.201027777777778,4.95453940343154,108,0.476750776380301
"173",27,"Bay.","1000",-0.0651275362318841,4.69422497392064,345,0.252728577014834
"174",27,"Bay.","5000",0.434708333333333,2.97575199818636,24,0.607422833052004
"175",27,"Freq.","500",-0.208259259259259,4.94690597605157,108,0.476016249488191
"176",27,"Freq.","1000",-0.0817449275362319,4.69080141339038,345,0.252544258711824
"177",27,"Freq.","5000",0.424416666666667,2.96598775858195,24,0.605429715988913
"178",27,"MAIHDA","500",-0.651212962962963,4.18743957869853,108,0.402936561329482
"179",27,"MAIHDA","1000",-0.0565942028985507,3.56206935348486,345,0.191775367379228
"180",27,"MAIHDA","5000",-1.60720833333333,1.72427111202201,24,0.351965366889605
"181",28,"Bay.","500",-0.167601941747573,5.1568566165374,103,0.508120180756956
"182",28,"Bay.","1000",-0.404094182825485,4.44180093255408,361,0.233778996450215
"183",28,"Bay.","5000",0.424125,2.90447553168045,24,0.592873585251332
"184",28,"Freq.","500",-0.182058252427184,5.15771093934395,103,0.508204359684386
"185",28,"Freq.","1000",-0.406108033240997,4.44706750779117,361,0.234056184620588
"186",28,"Freq.","5000",0.428791666666667,2.90883713474118,24,0.593763893747944
"187",28,"MAIHDA","500",-0.440330097087379,4.32807340961163,103,0.42645774485347
"188",28,"MAIHDA","1000",-0.0870803324099723,3.44485768076868,361,0.181308298987825
"189",28,"MAIHDA","5000",-1.51545833333333,1.59503872051043,24,0.325585915436024
"190",29,"Bay.","500",-0.964645833333333,4.61993461329707,96,0.471520101983339
"191",29,"Bay.","1000",0.222244444444444,4.45067802040661,315,0.250767297691556
"192",29,"Bay.","5000",-0.512636363636364,3.58425711962285,22,0.764166185506289
"193",29,"Freq.","500",-0.952729166666667,4.6337953512705,96,0.472934757628895
"194",29,"Freq.","1000",0.231219047619048,4.45200194855691,315,0.250841892592168
"195",29,"Freq.","5000",-0.484090909090909,3.57917396574353,22,0.763082453457872
"196",29,"MAIHDA","500",-1.5725,3.94858078434851,96,0.403000338742185
"197",29,"MAIHDA","1000",0.123984126984127,3.47637687286169,315,0.195871647009258
"198",29,"MAIHDA","5000",-2.05977272727273,2.19253664641835,22,0.467450383652321
"199",30,"Bay.","500",0.323320388349515,4.4919739999195,103,0.442607349887345
"200",30,"Bay.","1000",-0.253106109324759,4.09267651894265,311,0.232074394108827
"201",30,"Bay.","5000",0.654205128205128,3.78832675311859,39,0.6066177689873
"202",30,"Freq.","500",0.297029126213592,4.47613703039011,103,0.441046886911875
"203",30,"Freq.","1000",-0.252286173633441,4.09199556472285,311,0.232035780737542
"204",30,"Freq.","5000",0.660769230769231,3.80500423584755,39,0.609288303506805
"205",30,"MAIHDA","500",-0.285436893203883,3.73649882693995,103,0.368168169201046
"206",30,"MAIHDA","1000",-0.110530546623794,3.44740173569744,311,0.195484218056011
"207",30,"MAIHDA","5000",-1.27328205128205,2.1333394620779,39,0.341607709502072
"208",31,"Bay.","500",-0.571173913043478,4.45084226529325,92,0.464032383504043
"209",31,"Bay.","1000",0.0714673202614379,4.57248440708406,306,0.261391535467033
"210",31,"Bay.","5000",-0.254461538461538,3.38793009547497,52,0.469821372189331
"211",31,"Freq.","500",-0.57754347826087,4.45780555931753,92,0.464758357090733
"212",31,"Freq.","1000",0.0839509803921569,4.56507149325975,306,0.260967767389482
"213",31,"Freq.","5000",-0.252076923076923,3.37292650522556,52,0.467740748575473
"214",31,"MAIHDA","500",-1.03309782608696,3.80272020353442,92,0.39646098753149
"215",31,"MAIHDA","1000",0.360130718954248,3.43187973096007,306,0.196187506079635
"216",31,"MAIHDA","5000",-1.60705769230769,1.81374521432551,52,0.251521206572233
"217",32,"Bay.","500",0.290369863013699,4.44282489747623,73,0.51999332279215
"218",32,"Bay.","1000",-0.406397163120567,4.46369256342491,282,0.265809023994277
"219",32,"Bay.","5000",-0.0805789473684211,3.8797409428768,57,0.513884241587037
"220",32,"Freq.","500",0.308712328767123,4.44267953266773,73,0.519976309128201
"221",32,"Freq.","1000",-0.421368794326241,4.46212103692899,282,0.265715440953302
"222",32,"Freq.","5000",-0.0840175438596491,3.89474162214365,57,0.515871130093726
"223",32,"MAIHDA","500",-0.316,3.78786946492792,73,0.443336587604357
"224",32,"MAIHDA","1000",-0.0435992907801418,3.28772162329974,282,0.195780973585612
"225",32,"MAIHDA","5000",-1.45952631578947,2.05712839123986,57,0.272473311683436
"226",33,"Bay.","500",-0.0182424242424242,5.19268128178232,66,0.639174881155058
"227",33,"Bay.","1000",0.306474903474903,4.16723470232842,259,0.258939365185789
"228",33,"Bay.","5000",-0.149176470588235,3.0361277424106,51,0.425142921026249
"229",33,"Freq.","500",-0.0452121212121212,5.18593559399667,66,0.638344544387841
"230",33,"Freq.","1000",0.294119691119691,4.17403648692074,259,0.259362007515841
"231",33,"Freq.","5000",-0.151176470588235,3.02727380133269,51,0.423903121290594
"232",33,"MAIHDA","500",-0.548909090909091,4.39879428839408,66,0.5414541474698
"233",33,"MAIHDA","1000",0.415787644787645,3.2207269879174,259,0.200126237483598
"234",33,"MAIHDA","5000",-1.47739215686275,1.73711311178554,51,0.243244489413722
"235",34,"Bay.","500",-0.308824324324324,4.11566389177799,74,0.478436209282389
"236",34,"Bay.","1000",0.372685950413223,4.1724588749069,242,0.268215814969878
"237",34,"Bay.","5000",-0.296824561403509,3.87542377923649,57,0.513312419293803
"238",34,"Freq.","500",-0.315135135135135,4.12931002669415,74,0.480022540244372
"239",34,"Freq.","1000",0.367425619834711,4.1650972049653,242,0.267742588902918
"240",34,"Freq.","5000",-0.286070175438596,3.87384821527476,57,0.51310373074901
"241",34,"MAIHDA","500",-0.748472972972973,3.72017638491456,74,0.432461720456836
"242",34,"MAIHDA","1000",0.644223140495868,3.42301617377647,242,0.220039813508052
"243",34,"MAIHDA","5000",-1.53710526315789,2.27591736358433,57,0.301452619007362
"244",35,"Bay.","500",0.152064935064935,5.18971265896004,77,0.591422646274966
"245",35,"Bay.","1000",0.173770731707317,3.77050865933491,205,0.263343747814104
"246",35,"Bay.","5000",-0.475628571428571,3.72129723046046,70,0.444780091368319
"247",35,"Freq.","500",0.128961038961039,5.15794884630447,77,0.587802823874182
"248",35,"Freq.","1000",0.176614634146341,3.77269664345151,205,0.263496563253473
"249",35,"Freq.","5000",-0.481485714285714,3.70952303173621,70,0.443372805451597
"250",35,"MAIHDA","500",0.0363376623376623,4.46511651174203,77,0.508847251637569
"251",35,"MAIHDA","1000",0.532829268292683,3.10542953126439,205,0.216892606601257
"252",35,"MAIHDA","5000",-1.50955714285714,2.31744209711893,70,0.276987309495243
"253",36,"Bay.","500",-1.32501587301587,4.46169619305246,63,0.562120883444783
"254",36,"Bay.","1000",0.551856459330144,4.01981200149633,209,0.278056210345745
"255",36,"Bay.","5000",-0.291827160493827,3.34237627216821,81,0.371375141352024
"256",36,"Freq.","500",-1.34552380952381,4.43602717078106,63,0.558886890619626
"257",36,"Freq.","1000",0.53999043062201,4.02243394073791,209,0.278237573675422
"258",36,"Freq.","5000",-0.282950617283951,3.3592614735282,81,0.373251274836467
"259",36,"MAIHDA","500",-1.24749206349206,3.62531252433905,63,0.45674644591852
"260",36,"MAIHDA","1000",0.461425837320574,3.17545546029082,209,0.219650847124566
"261",36,"MAIHDA","5000",-1.2418024691358,2.13655762512829,81,0.237395291680921
"262",37,"Bay.","500",0.235831168831169,5.19586748595913,77,0.592124053907793
"263",37,"Bay.","1000",0.223391534391534,3.92673110830742,189,0.285627659326295
"264",37,"Bay.","5000",-0.00326388888888893,3.40258695697911,72,0.400998718476138
"265",37,"Freq.","500",0.208558441558442,5.18704753383369,77,0.591118927079231
"266",37,"Freq.","1000",0.238259259259259,3.92168516501401,189,0.285260620959715
"267",37,"Freq.","5000",-0.00590277777777775,3.39443768771307,72,0.400038317882849
"268",37,"MAIHDA","500",-0.142545454545455,4.59821979152761,77,0.524015778130602
"269",37,"MAIHDA","1000",0.321470899470899,3.17923463381699,189,0.231255291452247
"270",37,"MAIHDA","5000",-1.29001388888889,1.99965576962323,72,0.235661692456565
"271",38,"Bay.","500",1.13838461538462,5.1907084195353,65,0.64382814114703
"272",38,"Bay.","1000",0.193846153846154,4.3454707359119,169,0.33426697968553
"273",38,"Bay.","5000",0.48610752688172,3.46679326035624,93,0.359489714660642
"274",38,"Freq.","500",1.12135384615385,5.1878944802744,65,0.643479114937654
"275",38,"Freq.","1000",0.208254437869822,4.34505977550749,169,0.33423536734673
"276",38,"Freq.","5000",0.479193548387097,3.45821409758571,93,0.358600096923215
"277",38,"MAIHDA","500",0.560738461538462,4.40028450883052,65,0.545788121169799
"278",38,"MAIHDA","1000",0.27,3.48374048771063,169,0.267980037516202
"279",38,"MAIHDA","5000",-1.01190322580645,2.0227917377837,93,0.209753732058151
"280",39,"Bay.","500",-1.39172463768116,4.35984344323636,69,0.524863472234407
"281",39,"Bay.","1000",0.0457565789473684,3.57564291259167,152,0.29002293736838
"282",39,"Bay.","5000",-0.695705263157895,3.45320061180893,95,0.354290907312317
"283",39,"Freq.","500",-1.36671014492754,4.36233947994398,69,0.525163959742787
"284",39,"Freq.","1000",0.0471184210526316,3.5610884189536,152,0.288842412047477
"285",39,"Freq.","5000",-0.696652631578947,3.45664821592968,95,0.354644624031762
"286",39,"MAIHDA","500",-1.55605797101449,3.92043458306848,69,0.471964861749651
"287",39,"MAIHDA","1000",0.346763157894737,2.94345609073821,152,0.238745815037776
"288",39,"MAIHDA","5000",-1.56421052631579,2.09695879531519,95,0.215143432920795
"289",40,"Bay.","500",0.503898550724638,4.45075114660081,69,0.535807473656004
"290",40,"Bay.","1000",0.615464285714286,3.91500527744936,140,0.330878336752092
"291",40,"Bay.","5000",0.112370786516854,3.33145121729672,89,0.353133122767913
"292",40,"Freq.","500",0.504811594202899,4.44839489318855,69,0.535523814078882
"293",40,"Freq.","1000",0.601114285714286,3.91669562329649,140,0.331021197050558
"294",40,"Freq.","5000",0.110438202247191,3.33053144119624,89,0.353035626696255
"295",40,"MAIHDA","500",0.26836231884058,3.94598771267211,69,0.475041097055995
"296",40,"MAIHDA","1000",0.69365,3.1544612736533,140,0.266600636680442
"297",40,"MAIHDA","5000",-1.04611235955056,2.21925267129501,89,0.235240312677117
"298",41,"Bay.","500",-0.242222222222222,4.12579202544744,72,0.486229253159878
"299",41,"Bay.","1000",0.175628099173554,3.6744286293523,121,0.334038966304755
"300",41,"Bay.","5000",0.266657142857143,3.32372295264423,105,0.324362147194622
"301",41,"Freq.","500",-0.232847222222222,4.13512057374737,72,0.487328633120129
"302",41,"Freq.","1000",0.17399173553719,3.67851831923278,121,0.334410756293889
"303",41,"Freq.","5000",0.260552380952381,3.33615115347978,105,0.325575015404825
"304",41,"MAIHDA","500",-0.494958333333333,3.65758982613792,72,0.431051094810175
"305",41,"MAIHDA","1000",0.383710743801653,3.05347821464314,121,0.277588928603922
"306",41,"MAIHDA","5000",-1.09721904761905,2.23324874592423,105,0.217942761405968
"307",42,"Bay.","500",-0.194418181818182,4.77368490593428,55,0.643683541404749
"308",42,"Bay.","1000",0.317398058252427,3.86131294936546,103,0.38046647011647
"309",42,"Bay.","5000",0.0117816091954023,3.22862141876442,87,0.346144549330312
"310",42,"Freq.","500",-0.185854545454545,4.76527640727277,55,0.642549739676526
"311",42,"Freq.","1000",0.310553398058252,3.86196290314368,103,0.380530511965184
"312",42,"Freq.","5000",0.00635632183908044,3.22059813878702,87,0.345284363426883
"313",42,"MAIHDA","500",-0.480563636363636,3.95586232001943,55,0.533408366416124
"314",42,"MAIHDA","1000",0.401990291262136,3.18199024072383,103,0.313530814701823
"315",42,"MAIHDA","5000",-1.04172413793103,2.28951706946844,87,0.24546199489022
"316",43,"Bay.","500",-0.0515945945945946,3.96274656350185,74,0.460659930947274
"317",43,"Bay.","1000",0.47827619047619,3.54842561918781,105,0.346290882061783
"318",43,"Bay.","5000",-0.5047125,3.28285421968291,80,0.36703425977165
"319",43,"Freq.","500",-0.0583378378378378,3.96967700379251,74,0.461465578266519
"320",43,"Freq.","1000",0.474238095238095,3.56061011821281,105,0.347479967410516
"321",43,"Freq.","5000",-0.499125,3.2877616654781,80,0.367582928891348
"322",43,"MAIHDA","500",-0.404864864864865,3.6909529427133,74,0.429064564304972
"323",43,"MAIHDA","1000",0.459752380952381,2.78489035408023,105,0.271777469970056
"324",43,"MAIHDA","5000",-1.1226375,2.03911427311691,80,0.227979906428974
"325",44,"Bay.","500",-0.525075,4.12503172567442,40,0.652224783679302
"326",44,"Bay.","1000",0.310279069767442,4.65154055100828,86,0.501588517283473
"327",44,"Bay.","5000",-0.16615306122449,3.31107917858305,98,0.334469505745951
"328",44,"Freq.","500",-0.516725,4.10716385385778,40,0.649399625085276
"329",44,"Freq.","1000",0.295209302325581,4.66584453767963,86,0.503130955834109
"330",44,"Freq.","5000",-0.168969387755102,3.31860874294394,98,0.335230106605803
"331",44,"MAIHDA","500",-0.6831,3.70885045291008,40,0.586420746607145
"332",44,"MAIHDA","1000",0.306558139534884,3.74638824847943,86,0.403983434330309
"333",44,"MAIHDA","5000",-1.10191836734694,2.04712732934367,98,0.206791088075888
"334",45,"Bay.","500",0.232458333333333,3.99102102842002,48,0.576054266274939
"335",45,"Bay.","1000",0.202592105263158,3.77010877005826,76,0.432461135127378
"336",45,"Bay.","5000",-0.206423529411765,3.28627749087913,85,0.356446840307777
"337",45,"Freq.","500",0.208416666666667,3.98921893828712,48,0.575794156969106
"338",45,"Freq.","1000",0.225802631578947,3.75527540408507,76,0.430759631357124
"339",45,"Freq.","5000",-0.194164705882353,3.29074628186322,85,0.356931548744815
"340",45,"MAIHDA","500",-0.316104166666667,3.89534824182494,48,0.562245089001241
"341",45,"MAIHDA","1000",0.145131578947368,3.21724771128825,76,0.369043622364289
"342",45,"MAIHDA","5000",-1.05165882352941,1.9468611339975,85,0.211166738553713
